inv-swi-rcnn-rec_prec					
inv-swi-nms_10			inv-swi-rcnn-nms_10		
0.054	67.55386565272497	70.40951122853369	0.054	85.42458808618505	88.4514435695538
0.055	67.55386565272497	70.5026455026455	0.055	85.42458808618505	88.5676741130092
0.056	67.42712294043093	70.55702917771883	0.056	85.42458808618505	88.68421052631578
0.057	67.30038022813687	70.5179282868526	0.057	85.42458808618505	88.68421052631578
0.058	67.30038022813687	70.8	0.058	85.42458808618505	88.68421052631578
0.059	67.30038022813687	70.8	0.059	85.42458808618505	88.68421052631578
0.06	67.30038022813687	70.8	0.06	85.42458808618505	88.68421052631578
0.061	67.30038022813687	70.8	0.061	85.42458808618505	88.68421052631578
0.062	67.30038022813687	71.17962466487936	0.062	85.42458808618505	88.80105401844533
0.063	67.17363751584284	71.14093959731544	0.063	85.42458808618505	88.80105401844533
0.064	67.17363751584284	71.33243606998654	0.064	85.42458808618505	88.80105401844533
0.065	67.17363751584284	71.33243606998654	0.065	85.42458808618505	88.91820580474933
0.066	67.17363751584284	71.33243606998654	0.066	85.42458808618505	89.03566710700133
0.067	67.17363751584284	71.62162162162163	0.067	85.42458808618505	89.03566710700133
0.068	67.17363751584284	71.62162162162163	0.068	85.42458808618505	89.03566710700133
0.069	67.17363751584284	71.62162162162163	0.069	85.42458808618505	89.15343915343915
0.07	67.17363751584284	71.71853856562923	0.07	85.42458808618505	89.15343915343915
0.071	66.92015209125475	71.64179104477611	0.071	85.42458808618505	89.15343915343915
0.072	66.92015209125475	71.73913043478261	0.072	85.42458808618505	89.15343915343915
0.073	66.79340937896072	71.70068027210884	0.073	85.42458808618505	89.15343915343915
0.074	66.79340937896072	71.7983651226158	0.074	85.42458808618505	89.15343915343915
0.075	66.66666666666666	72.05479452054794	0.075	85.29784537389101	89.25729442970822
0.076	66.66666666666666	72.05479452054794	0.076	85.29784537389101	89.49468085106383
0.077	66.66666666666666	72.15363511659808	0.077	85.29784537389101	89.49468085106383
0.078	66.53992395437263	72.11538461538461	0.078	85.29784537389101	89.49468085106383
0.079	66.53992395437263	72.31404958677686	0.079	85.29784537389101	89.61384820239681
0.08	66.53992395437263	72.31404958677686	0.08	85.29784537389101	89.61384820239681
0.081	66.53992395437263	72.31404958677686	0.081	85.29784537389101	89.61384820239681
0.082	66.53992395437263	72.31404958677686	0.082	85.29784537389101	89.61384820239681
0.083	66.41318124207858	72.37569060773481	0.083	85.29784537389101	89.61384820239681
0.084	66.41318124207858	72.37569060773481	0.084	85.29784537389101	89.61384820239681
0.085	66.41318124207858	72.37569060773481	0.085	85.29784537389101	89.61384820239681
0.086	66.41318124207858	72.47579529737206	0.086	85.29784537389101	89.73333333333333
0.087	66.41318124207858	72.47579529737206	0.087	85.17110266159695	89.7196261682243
0.088	66.41318124207858	72.57617728531855	0.088	85.17110266159695	89.7196261682243
0.089	66.41318124207858	72.57617728531855	0.089	85.17110266159695	89.7196261682243
0.09	66.41318124207858	72.57617728531855	0.09	85.17110266159695	89.83957219251337
0.091	66.41318124207858	72.77777777777777	0.091	85.17110266159695	89.83957219251337
0.092	66.41318124207858	72.77777777777777	0.092	85.17110266159695	89.83957219251337
0.093	66.41318124207858	72.87899860917942	0.093	85.17110266159695	89.95983935742971
0.094	66.41318124207858	72.87899860917942	0.094	85.17110266159695	90.0804289544236
0.095	66.41318124207858	72.87899860917942	0.095	85.17110266159695	90.0804289544236
0.096	66.41318124207858	72.87899860917942	0.096	85.17110266159695	90.2013422818792
0.097	66.28643852978455	72.84122562674095	0.097	85.17110266159695	90.2013422818792
0.098	66.28643852978455	72.94281729428172	0.098	85.17110266159695	90.2013422818792
0.099	66.28643852978455	72.94281729428172	0.099	85.17110266159695	90.2013422818792
0.1	66.28643852978455	73.04469273743017	0.1	85.17110266159695	90.2013422818792
0.101	66.28643852978455	73.04469273743017	0.101	85.17110266159695	90.2013422818792
0.102	66.28643852978455	73.14685314685315	0.102	85.17110266159695	90.2013422818792
0.103	66.28643852978455	73.14685314685315	0.103	85.04435994930292	90.18817204301077
0.104	66.15969581749049	73.21178120617111	0.104	85.04435994930292	90.18817204301077
0.105	66.15969581749049	73.21178120617111	0.105	85.04435994930292	90.18817204301077
0.106	66.03295310519644	73.27707454289732	0.106	85.04435994930292	90.18817204301077
0.107	66.03295310519644	73.27707454289732	0.107	85.04435994930292	90.18817204301077
0.108	65.90621039290241	73.34273624823695	0.108	85.04435994930292	90.30955585464334
0.109	65.90621039290241	73.44632768361582	0.109	85.04435994930292	90.30955585464334
0.11	65.77946768060836	73.4087694483734	0.11	85.04435994930292	90.30955585464334
0.111	65.65272496831433	73.37110481586402	0.111	84.91761723700887	90.41835357624832
0.112	65.65272496831433	73.37110481586402	0.112	84.91761723700887	90.54054054054052
0.113	65.65272496831433	73.37110481586402	0.113	84.91761723700887	90.54054054054052
0.114	65.65272496831433	73.37110481586402	0.114	84.91761723700887	90.66305818673884
0.115	65.65272496831433	73.37110481586402	0.115	84.91761723700887	90.66305818673884
0.116	65.52598225602027	73.33333333333333	0.116	84.91761723700887	90.66305818673884
0.117	65.52598225602027	73.33333333333333	0.117	84.79087452471484	90.65040650406505
0.118	65.52598225602027	73.4375	0.118	84.79087452471484	90.65040650406505
0.119	65.39923954372624	73.39971550497866	0.119	84.79087452471484	90.77340569877884
0.12	65.27249683143219	73.36182336182337	0.12	84.79087452471484	90.77340569877884
0.121	65.27249683143219	73.36182336182337	0.121	84.79087452471484	90.77340569877884
0.122	65.27249683143219	73.46647646219687	0.122	84.79087452471484	90.77340569877884
0.123	65.27249683143219	73.46647646219687	0.123	84.79087452471484	90.77340569877884
0.124	65.14575411913816	73.42857142857143	0.124	84.79087452471484	90.77340569877884
0.125	65.14575411913816	73.42857142857143	0.125	84.79087452471484	90.77340569877884
0.126	65.0190114068441	73.49570200573066	0.126	84.79087452471484	90.77340569877884
0.127	65.0190114068441	73.60114777618364	0.127	84.79087452471484	90.77340569877884
0.128	65.0190114068441	73.70689655172413	0.128	84.79087452471484	90.77340569877884
0.129	65.0190114068441	73.9193083573487	0.129	84.53738910012675	90.74829931972788
0.13	65.0190114068441	73.9193083573487	0.13	84.53738910012675	90.74829931972788
0.131	65.0190114068441	73.9193083573487	0.131	84.53738910012675	90.74829931972788
0.132	65.0190114068441	74.02597402597402	0.132	84.53738910012675	90.74829931972788
0.133	65.0190114068441	74.02597402597402	0.133	84.53738910012675	90.74829931972788
0.134	65.0190114068441	74.02597402597402	0.134	84.53738910012675	90.87193460490464
0.135	65.0190114068441	74.02597402597402	0.135	84.53738910012675	90.87193460490464
0.136	65.0190114068441	74.13294797687861	0.136	84.53738910012675	90.87193460490464
0.137	64.89226869455005	74.09551374819102	0.137	84.4106463878327	90.85948158253753
0.138	64.89226869455005	74.09551374819102	0.138	84.4106463878327	90.85948158253753
0.139	64.89226869455005	74.09551374819102	0.139	84.4106463878327	90.85948158253753
0.14	64.89226869455005	74.09551374819102	0.14	84.4106463878327	90.85948158253753
0.141	64.89226869455005	74.31059506531204	0.141	84.4106463878327	90.85948158253753
0.142	64.89226869455005	74.31059506531204	0.142	84.4106463878327	90.85948158253753
0.143	64.76552598225602	74.38136826783115	0.143	84.4106463878327	90.85948158253753
0.144	64.76552598225602	74.38136826783115	0.144	84.4106463878327	90.85948158253753
0.145	64.76552598225602	74.38136826783115	0.145	84.4106463878327	90.85948158253753
0.146	64.76552598225602	74.38136826783115	0.146	84.4106463878327	90.85948158253753
0.147	64.76552598225602	74.38136826783115	0.147	84.4106463878327	90.85948158253753
0.148	64.76552598225602	74.48979591836735	0.148	84.4106463878327	90.85948158253753
0.149	64.76552598225602	74.59854014598541	0.149	84.4106463878327	90.85948158253753
0.15	64.76552598225602	74.70760233918129	0.15	84.4106463878327	90.85948158253753
0.151	64.76552598225602	74.70760233918129	0.151	84.4106463878327	90.85948158253753
0.152	64.76552598225602	74.70760233918129	0.152	84.28390367553865	90.84699453551912
0.153	64.76552598225602	74.81698389458272	0.153	84.15716096324462	90.8344733242134
0.154	64.76552598225602	74.9266862170088	0.154	84.15716096324462	90.8344733242134
0.155	64.63878326996198	74.8898678414097	0.155	84.15716096324462	90.8344733242134
0.156	64.63878326996198	74.8898678414097	0.156	84.15716096324462	90.8344733242134
0.157	64.63878326996198	74.8898678414097	0.157	84.15716096324462	90.8344733242134
0.158	64.63878326996198	74.8898678414097	0.158	84.03041825095056	90.82191780821918
0.159	64.63878326996198	74.8898678414097	0.159	84.03041825095056	90.82191780821918
0.16	64.63878326996198	74.8898678414097	0.16	84.03041825095056	90.82191780821918
0.161	64.63878326996198	74.8898678414097	0.161	84.03041825095056	90.94650205761316
0.162	64.63878326996198	74.8898678414097	0.162	84.03041825095056	90.94650205761316
0.163	64.63878326996198	74.8898678414097	0.163	84.03041825095056	91.19669876203577
0.164	64.63878326996198	75.0	0.164	84.03041825095056	91.19669876203577
0.165	64.63878326996198	75.0	0.165	83.90367553865653	91.18457300275482
0.166	64.63878326996198	75.0	0.166	83.90367553865653	91.18457300275482
0.167	64.63878326996198	75.11045655375553	0.167	83.90367553865653	91.3103448275862
0.168	64.63878326996198	75.11045655375553	0.168	83.90367553865653	91.3103448275862
0.169	64.63878326996198	75.11045655375553	0.169	83.90367553865653	91.3103448275862
0.17	64.63878326996198	75.11045655375553	0.17	83.90367553865653	91.3103448275862
0.171	64.63878326996198	75.11045655375553	0.171	83.77693282636248	91.29834254143644
0.172	64.51204055766794	75.07374631268436	0.172	83.77693282636248	91.29834254143644
0.173	64.51204055766794	75.07374631268436	0.173	83.77693282636248	91.29834254143644
0.174	64.51204055766794	75.07374631268436	0.174	83.77693282636248	91.29834254143644
0.175	64.51204055766794	75.07374631268436	0.175	83.77693282636248	91.29834254143644
0.176	64.51204055766794	75.07374631268436	0.176	83.77693282636248	91.29834254143644
0.177	64.51204055766794	75.18463810930575	0.177	83.77693282636248	91.42461964038728
0.178	64.51204055766794	75.18463810930575	0.178	83.77693282636248	91.55124653739612
0.179	64.51204055766794	75.18463810930575	0.179	83.77693282636248	91.55124653739612
0.18	64.38529784537388	75.25925925925925	0.18	83.77693282636248	91.55124653739612
0.181	64.25855513307985	75.22255192878339	0.181	83.77693282636248	91.55124653739612
0.182	64.25855513307985	75.22255192878339	0.182	83.77693282636248	91.55124653739612
0.183	64.25855513307985	75.33432392273403	0.183	83.77693282636248	91.55124653739612
0.184	64.25855513307985	75.44642857142857	0.184	83.77693282636248	91.55124653739612
0.185	64.25855513307985	75.55886736214606	0.185	83.77693282636248	91.55124653739612
0.186	64.25855513307985	75.67164179104478	0.186	83.77693282636248	91.55124653739612
0.187	64.25855513307985	75.67164179104478	0.187	83.77693282636248	91.55124653739612
0.188	64.25855513307985	75.7847533632287	0.188	83.77693282636248	91.55124653739612
0.189	64.25855513307985	75.7847533632287	0.189	83.77693282636248	91.55124653739612
0.19	64.25855513307985	75.7847533632287	0.19	83.77693282636248	91.55124653739612
0.191	64.1318124207858	75.74850299401199	0.191	83.77693282636248	91.55124653739612
0.192	64.1318124207858	75.74850299401199	0.192	83.77693282636248	91.55124653739612
0.193	64.1318124207858	75.74850299401199	0.193	83.77693282636248	91.55124653739612
0.194	64.1318124207858	75.74850299401199	0.194	83.77693282636248	91.55124653739612
0.195	64.1318124207858	75.74850299401199	0.195	83.77693282636248	91.55124653739612
0.196	64.1318124207858	75.74850299401199	0.196	83.77693282636248	91.55124653739612
0.197	64.1318124207858	75.74850299401199	0.197	83.77693282636248	91.55124653739612
0.198	64.1318124207858	75.74850299401199	0.198	83.77693282636248	91.55124653739612
0.199	64.1318124207858	75.74850299401199	0.199	83.77693282636248	91.55124653739612
0.2	64.1318124207858	75.86206896551724	0.2	83.77693282636248	91.55124653739612
0.201	64.1318124207858	75.97597597597597	0.201	83.77693282636248	91.55124653739612
0.202	64.1318124207858	75.97597597597597	0.202	83.77693282636248	91.67822468793344
0.203	64.00506970849176	75.93984962406014	0.203	83.77693282636248	91.67822468793344
0.204	63.87832699619772	76.01809954751131	0.204	83.77693282636248	91.67822468793344
0.205	63.87832699619772	76.01809954751131	0.205	83.77693282636248	91.67822468793344
0.206	63.87832699619772	76.01809954751131	0.206	83.77693282636248	91.67822468793344
0.207	63.87832699619772	76.01809954751131	0.207	83.77693282636248	91.67822468793344
0.208	63.87832699619772	76.01809954751131	0.208	83.77693282636248	91.67822468793344
0.209	63.87832699619772	76.01809954751131	0.209	83.77693282636248	91.67822468793344
0.21	63.87832699619772	76.13293051359517	0.21	83.77693282636248	91.67822468793344
0.211	63.87832699619772	76.13293051359517	0.211	83.77693282636248	91.67822468793344
0.212	63.87832699619772	76.13293051359517	0.212	83.77693282636248	91.67822468793344
0.213	63.87832699619772	76.2481089258699	0.213	83.77693282636248	91.80555555555556
0.214	63.87832699619772	76.2481089258699	0.214	83.77693282636248	91.80555555555556
0.215	63.87832699619772	76.2481089258699	0.215	83.77693282636248	91.93324061196104
0.216	63.87832699619772	76.2481089258699	0.216	83.77693282636248	91.93324061196104
0.217	63.87832699619772	76.2481089258699	0.217	83.77693282636248	92.06128133704736
0.218	63.75158428390368	76.2121212121212	0.218	83.77693282636248	92.06128133704736
0.219	63.49809885931559	76.13981762917933	0.219	83.77693282636248	92.06128133704736
0.22	63.49809885931559	76.13981762917933	0.22	83.77693282636248	92.06128133704736
0.221	63.49809885931559	76.4885496183206	0.221	83.77693282636248	92.06128133704736
0.222	63.49809885931559	76.4885496183206	0.222	83.77693282636248	92.06128133704736
0.223	63.49809885931559	76.4885496183206	0.223	83.77693282636248	92.06128133704736
0.224	63.49809885931559	76.60550458715596	0.224	83.77693282636248	92.06128133704736
0.225	63.49809885931559	76.72281776416538	0.225	83.77693282636248	92.06128133704736
0.226	63.49809885931559	76.72281776416538	0.226	83.77693282636248	92.06128133704736
0.227	63.49809885931559	76.72281776416538	0.227	83.77693282636248	92.06128133704736
0.228	63.49809885931559	76.72281776416538	0.228	83.77693282636248	92.06128133704736
0.229	63.49809885931559	76.72281776416538	0.229	83.77693282636248	92.18967921896792
0.23	63.49809885931559	76.72281776416538	0.23	83.77693282636248	92.18967921896792
0.231	63.49809885931559	76.72281776416538	0.231	83.77693282636248	92.18967921896792
0.232	63.49809885931559	76.72281776416538	0.232	83.77693282636248	92.18967921896792
0.233	63.49809885931559	76.72281776416538	0.233	83.77693282636248	92.18967921896792
0.234	63.49809885931559	76.72281776416538	0.234	83.77693282636248	92.18967921896792
0.235	63.49809885931559	76.72281776416538	0.235	83.77693282636248	92.18967921896792
0.236	63.49809885931559	76.72281776416538	0.236	83.77693282636248	92.18967921896792
0.237	63.37135614702155	76.68711656441718	0.237	83.77693282636248	92.18967921896792
0.238	63.37135614702155	76.80491551459293	0.238	83.77693282636248	92.18967921896792
0.239	63.37135614702155	76.80491551459293	0.239	83.77693282636248	92.18967921896792
0.24	63.37135614702155	76.92307692307693	0.24	83.77693282636248	92.18967921896792
0.241	63.37135614702155	76.92307692307693	0.241	83.77693282636248	92.18967921896792
0.242	63.37135614702155	76.92307692307693	0.242	83.77693282636248	92.18967921896792
0.243	63.37135614702155	76.92307692307693	0.243	83.77693282636248	92.18967921896792
0.244	63.37135614702155	76.92307692307693	0.244	83.77693282636248	92.18967921896792
0.245	63.37135614702155	76.92307692307693	0.245	83.77693282636248	92.18967921896792
0.246	63.37135614702155	76.92307692307693	0.246	83.77693282636248	92.18967921896792
0.247	63.37135614702155	77.04160246533128	0.247	83.77693282636248	92.18967921896792
0.248	63.37135614702155	77.04160246533128	0.248	83.77693282636248	92.18967921896792
0.249	63.37135614702155	77.04160246533128	0.249	83.77693282636248	92.18967921896792
0.25	63.37135614702155	77.1604938271605	0.25	83.77693282636248	92.18967921896792
0.251	63.37135614702155	77.1604938271605	0.251	83.77693282636248	92.31843575418996
0.252	63.37135614702155	77.27975270479135	0.252	83.77693282636248	92.31843575418996
0.253	63.37135614702155	77.27975270479135	0.253	83.77693282636248	92.31843575418996
0.254	63.37135614702155	77.39938080495357	0.254	83.77693282636248	92.31843575418996
0.255	63.37135614702155	77.51937984496125	0.255	83.77693282636248	92.31843575418996
0.256	63.37135614702155	77.51937984496125	0.256	83.77693282636248	92.31843575418996
0.257	63.37135614702155	77.51937984496125	0.257	83.77693282636248	92.31843575418996
0.258	63.37135614702155	77.51937984496125	0.258	83.77693282636248	92.31843575418996
0.259	63.37135614702155	77.51937984496125	0.259	83.77693282636248	92.31843575418996
0.26	63.37135614702155	77.51937984496125	0.26	83.77693282636248	92.31843575418996
0.261	63.24461343472751	77.48447204968944	0.261	83.77693282636248	92.31843575418996
0.262	63.24461343472751	77.48447204968944	0.262	83.77693282636248	92.44755244755244
0.263	63.11787072243346	77.44945567651634	0.263	83.77693282636248	92.44755244755244
0.264	62.99112801013942	77.41433021806854	0.264	83.65019011406845	92.43697478991596
0.265	62.99112801013942	77.53510140405616	0.265	83.5234474017744	92.42636746143056
0.266	62.99112801013942	77.53510140405616	0.266	83.5234474017744	92.42636746143056
0.267	62.99112801013942	77.53510140405616	0.267	83.5234474017744	92.42636746143056
0.268	62.99112801013942	77.53510140405616	0.268	83.5234474017744	92.42636746143056
0.269	62.99112801013942	77.53510140405616	0.269	83.5234474017744	92.42636746143056
0.27	62.99112801013942	77.53510140405616	0.27	83.5234474017744	92.42636746143056
0.271	62.99112801013942	77.53510140405616	0.271	83.5234474017744	92.42636746143056
0.272	62.99112801013942	77.53510140405616	0.272	83.5234474017744	92.42636746143056
0.273	62.99112801013942	77.65625	0.273	83.5234474017744	92.42636746143056
0.274	62.99112801013942	77.65625	0.274	83.5234474017744	92.42636746143056
0.275	62.99112801013942	77.77777777777779	0.275	83.5234474017744	92.42636746143056
0.276	62.99112801013942	77.77777777777779	0.276	83.5234474017744	92.42636746143056
0.277	62.99112801013942	77.89968652037618	0.277	83.39670468948034	92.41573033707866
0.278	62.99112801013942	77.89968652037618	0.278	83.39670468948034	92.41573033707866
0.279	62.99112801013942	77.89968652037618	0.279	83.39670468948034	92.41573033707866
0.28	62.99112801013942	77.89968652037618	0.28	83.39670468948034	92.41573033707866
0.281	62.864385297845374	77.9874213836478	0.281	83.39670468948034	92.41573033707866
0.282	62.864385297845374	77.9874213836478	0.282	83.39670468948034	92.41573033707866
0.283	62.737642585551335	77.95275590551181	0.283	83.39670468948034	92.41573033707866
0.284	62.737642585551335	77.95275590551181	0.284	83.39670468948034	92.41573033707866
0.285	62.737642585551335	77.95275590551181	0.285	83.39670468948034	92.41573033707866
0.286	62.737642585551335	77.95275590551181	0.286	83.39670468948034	92.41573033707866
0.287	62.737642585551335	78.07570977917982	0.287	83.39670468948034	92.41573033707866
0.288	62.737642585551335	78.07570977917982	0.288	83.39670468948034	92.41573033707866
0.289	62.737642585551335	78.07570977917982	0.289	83.39670468948034	92.41573033707866
0.29	62.737642585551335	78.07570977917982	0.29	83.39670468948034	92.41573033707866
0.291	62.737642585551335	78.07570977917982	0.291	83.39670468948034	92.41573033707866
0.292	62.737642585551335	78.07570977917982	0.292	83.39670468948034	92.41573033707866
0.293	62.737642585551335	78.07570977917982	0.293	83.39670468948034	92.41573033707866
0.294	62.737642585551335	78.07570977917982	0.294	83.39670468948034	92.41573033707866
0.295	62.737642585551335	78.07570977917982	0.295	83.39670468948034	92.41573033707866
0.296	62.737642585551335	78.07570977917982	0.296	83.39670468948034	92.41573033707866
0.297	62.737642585551335	78.19905213270142	0.297	83.39670468948034	92.41573033707866
0.298	62.737642585551335	78.19905213270142	0.298	83.39670468948034	92.41573033707866
0.299	62.737642585551335	78.19905213270142	0.299	83.39670468948034	92.41573033707866
0.3	62.737642585551335	78.19905213270142	0.3	83.39670468948034	92.41573033707866
0.301	62.737642585551335	78.19905213270142	0.301	83.39670468948034	92.41573033707866
0.302	62.737642585551335	78.19905213270142	0.302	83.39670468948034	92.41573033707866
0.303	62.737642585551335	78.19905213270142	0.303	83.39670468948034	92.41573033707866
0.304	62.737642585551335	78.19905213270142	0.304	83.39670468948034	92.41573033707866
0.305	62.737642585551335	78.19905213270142	0.305	83.39670468948034	92.54571026722924
0.306	62.737642585551335	78.19905213270142	0.306	83.39670468948034	92.54571026722924
0.307	62.61089987325729	78.16455696202532	0.307	83.39670468948034	92.54571026722924
0.308	62.61089987325729	78.16455696202532	0.308	83.39670468948034	92.67605633802816
0.309	62.61089987325729	78.16455696202532	0.309	83.39670468948034	92.67605633802816
0.31	62.61089987325729	78.16455696202532	0.31	83.39670468948034	92.67605633802816
0.311	62.61089987325729	78.16455696202532	0.311	83.39670468948034	92.67605633802816
0.312	62.61089987325729	78.28843106180665	0.312	83.39670468948034	92.67605633802816
0.313	62.61089987325729	78.28843106180665	0.313	83.39670468948034	92.67605633802816
0.314	62.48415716096325	78.25396825396825	0.314	83.26996197718631	92.6657263751763
0.315	62.48415716096325	78.25396825396825	0.315	83.26996197718631	92.6657263751763
0.316	62.48415716096325	78.25396825396825	0.316	83.26996197718631	92.6657263751763
0.317	62.48415716096325	78.25396825396825	0.317	83.26996197718631	92.6657263751763
0.318	62.48415716096325	78.25396825396825	0.318	83.26996197718631	92.6657263751763
0.319	62.48415716096325	78.25396825396825	0.319	83.26996197718631	92.6657263751763
0.32	62.48415716096325	78.37837837837837	0.32	83.26996197718631	92.6657263751763
0.321	62.48415716096325	78.37837837837837	0.321	83.26996197718631	92.6657263751763
0.322	62.48415716096325	78.37837837837837	0.322	83.26996197718631	92.6657263751763
0.323	62.48415716096325	78.37837837837837	0.323	83.26996197718631	92.6657263751763
0.324	62.48415716096325	78.5031847133758	0.324	83.26996197718631	92.6657263751763
0.325	62.48415716096325	78.5031847133758	0.325	83.26996197718631	92.6657263751763
0.326	62.48415716096325	78.5031847133758	0.326	83.26996197718631	92.6657263751763
0.327	62.48415716096325	78.5031847133758	0.327	83.26996197718631	92.6657263751763
0.328	62.48415716096325	78.5031847133758	0.328	83.26996197718631	92.6657263751763
0.329	62.48415716096325	78.5031847133758	0.329	83.26996197718631	92.6657263751763
0.33	62.48415716096325	78.5031847133758	0.33	83.26996197718631	92.6657263751763
0.331	62.48415716096325	78.5031847133758	0.331	83.14321926489227	92.7864214992928
0.332	62.48415716096325	78.5031847133758	0.332	83.14321926489227	92.7864214992928
0.333	62.48415716096325	78.5031847133758	0.333	83.14321926489227	92.7864214992928
0.334	62.48415716096325	78.5031847133758	0.334	83.14321926489227	92.7864214992928
0.335	62.48415716096325	78.5031847133758	0.335	83.14321926489227	92.7864214992928
0.336	62.3574144486692	78.4688995215311	0.336	83.14321926489227	92.7864214992928
0.337	62.3574144486692	78.4688995215311	0.337	83.14321926489227	92.7864214992928
0.338	62.3574144486692	78.59424920127796	0.338	83.01647655259823	92.77620396600568
0.339	62.3574144486692	78.59424920127796	0.339	83.01647655259823	92.77620396600568
0.34	62.3574144486692	78.72	0.34	83.01647655259823	92.77620396600568
0.341	62.3574144486692	78.72	0.341	83.01647655259823	92.90780141843972
0.342	62.3574144486692	78.72	0.342	83.01647655259823	92.90780141843972
0.343	62.3574144486692	78.72	0.343	83.01647655259823	92.90780141843972
0.344	62.3574144486692	78.72	0.344	82.88973384030417	92.89772727272728
0.345	62.3574144486692	78.84615384615384	0.345	82.88973384030417	92.89772727272728
0.346	62.23067173637516	78.81219903691814	0.346	82.88973384030417	92.89772727272728
0.347	62.23067173637516	78.93890675241157	0.347	82.88973384030417	92.89772727272728
